,gene_id,gene_name,gene_length,is_lnc,is_pc,is_mito,is_ribo,gc_content,10x_n_cells,10x_percent_counts,polyT_n_cells,polyT_percent_counts,randO_n_cells,randO_percent_counts,parse_n_cells,parse_percent_counts
10245,ENSMUSG00000026154.5,Sdhaf4,1109,False,True,False,False,45.27,1096,0.0030806748828653297,48,0.00024646732225331274,32,0.00015897269227875711,58,0.00021671764919757805
10247,ENSMUSG00000026155.14,Smap1,5217,False,False,False,False,39.58,4312,0.015129698107908582,1611,0.009306606088285088,950,0.004993612804520959,1717,0.007254712125597612
10250,ENSMUSG00000026156.9,B3gat2,8880,False,True,False,False,43.16,126,0.00032211459073984975,19,9.858692890132508e-05,24,0.00011221601807912268,30,0.00010658245042503838
10251,ENSMUSG00000026158.12,Ogfrl1,9271,False,True,False,False,42.44,195,0.0006200100393188086,183,0.0010203747141287146,72,0.0003693777261771121,166,0.0006679166893302405
10254,ENSMUSG00000026159.14,Agfg1,13896,False,True,False,False,39.82,1873,0.0055122767558187825,1712,0.009789682039901581,1700,0.009645901887384586,2229,0.00974874146554351
10255,ENSMUSG00000026162.9,Nhej1,1586,False,True,False,False,44.03,331,0.0008476699756311836,51,0.0002661847080335777,113,0.0005610800903956133,123,0.0004618572851751663
10256,ENSMUSG00000026170.7,Cyp27a1,3108,False,True,False,False,45.63,10,2.421914216089096e-05,21,0.00011337496823652385,25,0.00012156735291904957,36,0.00013855718555254987
10258,ENSMUSG00000026171.13,Rnf25,4027,False,False,False,False,47.37,493,0.0012787707060950427,131,0.0006605324236388781,581,0.003039183822976239,482,0.0018367708956581615
10261,ENSMUSG00000026172.13,Bcs1l,3329,False,True,False,False,48.5,300,0.0007677468065002432,39,0.00019224451135758388,75,0.00038808039585696587,71,0.00026290337771509465
10263,ENSMUSG00000026174.10,Cnot9,4256,False,True,False,False,41.85,813,0.002346834875390334,420,0.002198488514499549,1203,0.0064898263789092605,1102,0.004384091460816579
10266,ENSMUSG00000026175.13,Vil1,4096,False,True,False,False,49.55,1,2.421914216089096e-06,6,2.9576078670397527e-05,14,6.545934387948822e-05,11,3.908023182251407e-05
10268,ENSMUSG00000026176.14,Ctdsp1,5636,False,True,False,False,58.66,1104,0.0029959078853022117,464,0.0024350971438627297,1276,0.0070322037996250215,1151,0.004714497057134197
10270,ENSMUSG00000026177.12,Slc11a1,7673,False,True,False,False,52.07,12,3.1484884809158245e-05,2,9.858692890132509e-06,13,7.013501129945167e-05,11,3.908023182251407e-05
10273,ENSMUSG00000026179.15,Pnkd,12918,False,True,False,False,49.54,3451,0.011736596291167758,314,0.001626684326871864,478,0.0024313470583809914,518,0.0019717753328632103
10275,ENSMUSG00000026181.14,Ppm1f,5008,False,True,False,False,49.42,277,0.0007193085221784615,216,0.0010943149108047084,701,0.003656371922411414,645,0.002504687584988402
10276,ENSMUSG00000026187.10,Xrcc5,2549,False,True,False,False,43.6,646,0.0019278437160069203,555,0.0030118306779354813,411,0.0020759963344637697,642,0.0025295568234209105
10277,ENSMUSG00000026188.12,Tmem169,3216,False,True,False,False,45.52,1,2.421914216089096e-06,2,9.858692890132509e-06,1,4.6756674199634445e-06,1,3.5527483475012792e-06
10278,ENSMUSG00000026189.14,Pecr,2259,False,True,False,False,44.73,82,0.00020344079415148404,7,3.9434771560530034e-05,10,5.143234161959789e-05,9,3.552748347501279e-05
10280,ENSMUSG00000026192.14,Atic,8800,False,True,False,False,44.20000000000001,1618,0.005669701179864574,1058,0.0061173189383272215,754,0.004030425316008489,1190,0.004934767454679277
10282,ENSMUSG00000026193.16,Fn1,18077,False,True,False,False,43.66,8,4.117254167351463e-05,9,6.40815037858613e-05,14,0.00013091868775897645,12,0.00010302970207753709
10285,ENSMUSG00000026196.8,Bard1,5659,False,True,False,False,40.0,683,0.002002923056705682,556,0.0031547817248424024,846,0.00477853210320264,983,0.004181584805009006
10286,ENSMUSG00000026197.13,Zfand2b,4202,False,True,False,False,53.52,1533,0.004172958194321512,228,0.0011879724932609673,345,0.0017066186082866572,380,0.0014210993390005116
10288,ENSMUSG00000026198.16,Abcb6,10225,False,True,False,False,50.91,11,2.6641056376980054e-05,16,7.886954312106007e-05,32,0.00014962135743883023,27,9.592420538253453e-05
10290,ENSMUSG00000026200.14,Glb1l,9924,False,False,False,False,46.19,129,0.00032695841917202795,225,0.0011731844539257686,368,0.0018889696376652317,401,0.0015454455311630566
10294,ENSMUSG00000026201.13,Stk16,11044,False,True,False,False,51.58,1938,0.005502589098954426,668,0.003721656566025022,1381,0.007677445903579976,1353,0.005655975369222037
10298,ENSMUSG00000026202.14,Tuba4a,7689,False,True,False,False,53.94,2087,0.007471605356634861,344,0.0018041407988942492,323,0.0016224565947273151,453,0.001769268677055637
10300,ENSMUSG00000026203.17,Dnajb2,8438,False,True,False,False,52.02,292,0.000758059149635887,275,0.0014295104690692137,144,0.0007107014478344436,282,0.0010658245042503838
10303,ENSMUSG00000026204.16,Ptprn,4990,False,True,False,False,51.65,47,0.00011625188237227661,10,5.422281089572879e-05,48,0.00024313470583809914,46,0.00016342642398505886
10306,ENSMUSG00000026205.9,Slc23a3,2474,False,True,False,False,48.66,8,2.1797227944801863e-05,1,4.929346445066254e-06,15,7.013501129945167e-05,11,3.908023182251407e-05
10308,ENSMUSG00000026207.17,Speg,19485,False,True,False,False,53.54,5,1.4531485296534577e-05,1,4.929346445066254e-06,3,1.8702669679853778e-05,2,1.0658245042503838e-05
10312,ENSMUSG00000026209.16,Dnpep,7920,False,True,False,False,53.11,817,0.00217003513761583,179,0.0009168584387823232,322,0.001585051255367608,336,0.00122214543154044
10314,ENSMUSG00000026213.16,Stk11ip,9004,False,True,False,False,51.35,216,0.0005425087844039575,139,0.0007048965416444744,755,0.0038714526237297324,606,0.0023234974192658363
10317,ENSMUSG00000026219.15,Trip12,21886,False,True,False,False,37.92,2686,0.007922081400827433,7039,0.05516431606673645,8101,0.06762885356235127,9455,0.062073619127542355
10320,ENSMUSG00000026220.7,Slc16a14,3583,False,True,False,False,45.67,1,2.421914216089096e-06,1,4.929346445066254e-06,2,9.351334839926889e-06,2,7.1054966950025584e-06
10321,ENSMUSG00000026222.17,Sp100,9951,False,False,False,False,43.519999999999996,3685,0.012032069825530628,4560,0.031271773847500316,5484,0.040561414868182884,6450,0.03661817721769568
10325,ENSMUSG00000026223.16,Itm2c,3831,False,True,False,False,52.419999999999995,680,0.0018939369169816728,448,0.0023562276007416698,676,0.0036096152482117793,749,0.0029487811284260616
10327,ENSMUSG00000026224.12,4933407L21Rik,4452,False,True,False,False,49.91,36,9.445465442747474e-05,24,0.00012323366112665637,63,0.0003039183822976239,59,0.00020961215250257545
10329,ENSMUSG00000026227.12,2810459M11Rik,3846,False,True,False,False,48.84,6,1.6953399512623672e-05,1,4.929346445066254e-06,3,1.4027002259890335e-05,2,7.1054966950025584e-06
10330,ENSMUSG00000026228.7,Htr2b,2603,False,True,False,False,38.89,5,1.210957108044548e-05,1,4.929346445066254e-06,5,2.3378337099817223e-05,2,7.1054966950025584e-06
10331,ENSMUSG00000026229.18,Psmd1,8502,False,False,False,False,40.8,2222,0.008140053680275452,1249,0.007226421888467129,1205,0.006578664059888566,1603,0.006952728516060004
10335,ENSMUSG00000026234.13,Ncl,12123,False,True,False,False,42.35,14104,0.13992367192033142,14967,0.19777030872250317,11617,0.12649083071227107,16420,0.16185255646711577
10337,ENSMUSG00000026235.15,Epha4,12495,False,False,False,False,42.8,5,1.210957108044548e-05,3,1.4788039335198764e-05,3,1.4027002259890335e-05,5,1.7763741737506396e-05
10340,ENSMUSG00000026238.15,Ptma,2945,False,True,False,False,57.14,37919,0.5615595616277144,22713,0.49947588723922837,15086,0.2169042116121042,23121,0.35320002971518716
10342,ENSMUSG00000026239.15,Pde6d,3718,False,True,False,False,43.17,968,0.0025817605543509764,166,0.0008577062814415282,199,0.0009818901581923234,265,0.0009770057955628517
10346,ENSMUSG00000026240.13,Cops7b,11047,False,True,False,False,44.28,680,0.0018358109757955344,555,0.0029674665599298848,509,0.002580968415819821,710,0.002820882187916016
10349,ENSMUSG00000026245.17,Farsb,3554,False,True,False,False,41.88,722,0.001966594343464346,306,0.0016020375946465327,655,0.0033758318772136075,657,0.002547320565158417
10353,ENSMUSG00000026248.10,Mrpl44,2309,False,True,False,False,43.57,818,0.0021821447086962753,204,0.0010696681785793772,217,0.0011034575111113728,280,0.0010658245042503838
10355,ENSMUSG00000026249.11,Serpine2,8806,False,True,False,False,44.60999999999999,116,0.0003100050196594043,59,0.0003056194795941078,39,0.00021508070131831845,58,0.00022737589424008187
10357,ENSMUSG00000026254.18,Eif4e2,8908,False,True,False,False,45.86,3749,0.012477702041291023,1596,0.009084785498257105,1795,0.010197630642940273,2207,0.009549787558083438
10358,ENSMUSG00000026260.13,Ndufa10,4877,False,True,False,False,46.11,3736,0.013921162914080123,1142,0.00660532423638878,979,0.005227396175519132,1401,0.005851376528334606
10362,ENSMUSG00000026269.15,Rnpepl1,17317,False,True,False,False,54.94,1509,0.004078503539894037,553,0.00294774917414962,1428,0.00784576993069866,1299,0.005254514805954392
10365,ENSMUSG00000026270.12,Capn10,6288,False,True,False,False,51.78000000000001,186,0.0004771171005695519,73,0.0003746303298250353,310,0.0015382945811679735,260,0.0009592420538253453
10369,ENSMUSG00000026271.16,Gpr35,14324,False,True,False,False,47.01,23,7.023551226658377e-05,19,9.858692890132508e-05,16,9.351334839926889e-05,25,9.947695373003582e-05
10370,ENSMUSG00000026273.14,Mterf4,6946,False,True,False,False,47.37,447,0.001160096909506677,164,0.0008527769349964621,298,0.0014728352372884851,331,0.0012363564249304453
10373,ENSMUSG00000026274.12,Pask,12016,False,False,False,False,46.24,128,0.000353599475549008,158,0.0008182715098809981,501,0.002744616775518542,456,0.0018509818890481665
10375,ENSMUSG00000026275.14,Ppp1r7,10885,False,True,False,False,45.81,1586,0.004894688630716063,1275,0.007369372935374051,800,0.004310965361206296,1389,0.005819401793207096
10377,ENSMUSG00000026276.21,Septin2,9621,False,True,False,False,38.52,212,0.0005400868701878683,883,0.004761748665934001,620,0.0031607511758952886,1002,0.003947103414073921
10379,ENSMUSG00000026277.15,Stk25,7427,False,True,False,False,45.60999999999999,628,0.0015815099831061796,524,0.002775222048572301,2907,0.01787975221394021,2369,0.01029941745940621
10381,ENSMUSG00000026279.15,Thap4,9342,False,True,False,False,46.1,431,0.0011043928825366278,150,0.0007837660847655344,293,0.001482186572128412,290,0.0011155629811154017
10384,ENSMUSG00000026280.18,Atg4b,10492,False,True,False,False,46.44,664,0.0017316686645037034,440,0.0023020047898459407,1318,0.0072145548290035956,1200,0.004874370732771755
10388,ENSMUSG00000026281.16,Dtymk,3486,False,True,False,False,45.07,4646,0.02199340299630508,1060,0.0061912591350032145,739,0.003964965972129001,1211,0.005123063117096845
10390,ENSMUSG00000026283.14,Ing5,8870,False,True,False,False,48.169999999999995,847,0.002424336130305185,609,0.0032928034253042575,451,0.0022770500335221973,699,0.0027427217242709874
10392,ENSMUSG00000026285.9,Pdcd1,1933,False,True,False,False,49.17,148,0.00044805412997648273,87,0.00044857052650102916,173,0.0009070794794729083,174,0.0006927859277627495
10393,ENSMUSG00000026288.15,Inpp5d,12416,False,True,False,False,47.06000000000001,1531,0.004349757932096016,1485,0.008503122617739289,2754,0.016827727044448435,2761,0.012583834646849531
10397,ENSMUSG00000026289.16,Atg16l1,16335,False,True,False,False,44.78,928,0.0024800401572752343,1522,0.008616497585975812,2365,0.014391704318647482,2625,0.011724069546754222
10399,ENSMUSG00000026303.7,Mlph,5998,False,True,False,False,49.78,4,1.210957108044548e-05,2,9.858692890132509e-06,7,3.272967193974411e-05,2,7.1054966950025584e-06
10401,ENSMUSG00000026305.16,Lrrfip1,12409,False,True,False,False,47.76,2988,0.009125772766223714,3776,0.02519881902717869,4156,0.029171489033151934,5189,0.027583538169999935
10404,ENSMUSG00000026307.13,Scly,6052,False,True,False,False,49.96,281,0.0007362619216910852,168,0.0008429182421063295,314,0.0015616729182677906,328,0.0012043816898029338
10408,ENSMUSG00000026308.9,Klhl30,3089,False,True,False,False,54.17,2,4.843828432178192e-06,1,4.929346445066254e-06,1,4.6756674199634445e-06,2,7.1054966950025584e-06
10409,ENSMUSG00000026309.15,Ilkap,8375,False,False,False,False,45.34,2496,0.007638717437545009,1798,0.01048964923510099,1957,0.011450709511490475,2407,0.010754169247886372
10413,ENSMUSG00000026311.17,Asb1,9244,False,True,False,False,45.69,107,0.00026883247798588963,103,0.0005274400696220891,148,0.0007200527826743705,168,0.0006075199674227187
10415,ENSMUSG00000026313.17,Hdac4,18485,False,True,False,False,46.35999999999999,902,0.0029765325715734986,857,0.005215248538880097,1669,0.011759303561208063,1732,0.008615414742690602
10418,ENSMUSG00000026317.8,Cln8,8917,False,True,False,False,49.05,155,0.00040203775987078993,223,0.0011436083752553708,284,0.0014027002259890333,345,0.0012932003984904657
10419,ENSMUSG00000026319.14,Relch,16449,False,False,False,False,36.22,1201,0.0032550527064237446,2432,0.014669735020517171,2596,0.015336189137480099,3299,0.015088522231837933
10423,ENSMUSG00000026321.9,Tnfrsf11a,6264,False,True,False,False,44.95000000000001,21,8.476699756311835e-05,20,0.00010351627534639133,29,0.00014962135743883023,33,0.00012789894051004605
10425,ENSMUSG00000026333.15,Gin1,8272,False,True,False,False,40.42,1371,0.0038024053192598803,948,0.0053138354677814215,579,0.0030251568207163484,1011,0.004096318844668975
10429,ENSMUSG00000026335.17,Pam,17102,False,True,False,False,39.59,151,0.00038750627457425534,233,0.001202760532596166,244,0.0012016465269306053,309,0.001183065199717926
10432,ENSMUSG00000026339.19,Ccdc93,12844,False,True,False,False,47.89000000000001,805,0.0021894104513445426,2091,0.012150838987088316,3185,0.020395261285880546,3507,0.016619756769610985
10435,ENSMUSG00000026341.17,Actr3,8559,False,True,False,False,39.31,4249,0.014441874470539278,5800,0.04363457473172648,4873,0.034291344858011906,6727,0.03874627347784895
10438,ENSMUSG00000026342.11,Slc35f5,3391,False,True,False,False,41.59,9,2.421914216089096e-05,3,1.4788039335198764e-05,8,4.6756674199634445e-05,8,2.8421986780010234e-05
10440,ENSMUSG00000026344.10,Lypd1,10242,False,True,False,False,44.68,5,2.421914216089096e-05,7,3.4505425115463776e-05,1,4.6756674199634445e-06,3,1.0658245042503838e-05
10441,ENSMUSG00000026347.14,Tmem163,6980,False,False,False,False,45.26,11,2.6641056376980054e-05,1,4.929346445066254e-06,8,3.7405339359707556e-05,7,2.4869238432508954e-05
10445,ENSMUSG00000026349.15,Ccnt2,17451,False,True,False,False,40.06,2277,0.00640354118733957,3706,0.02398127045524733,3803,0.024537902619968157,4832,0.024577913068013848
10448,ENSMUSG00000026353.10,Ubxn4,5267,False,True,False,False,40.77,6328,0.0246090703496813,4754,0.033943479620726226,2821,0.01754777982712281,4963,0.026045198135531876
10450,ENSMUSG00000026354.9,Lct,6659,False,True,False,False,48.32,1,2.421914216089096e-06,2,9.858692890132509e-06,15,7.013501129945167e-05,10,3.552748347501279e-05
10452,ENSMUSG00000026355.12,Mcm6,5816,False,True,False,False,42.72,2302,0.010639469151279397,1794,0.010676964400013506,2111,0.014457163662526973,2545,0.012480804944771995
10454,ENSMUSG00000026356.16,Dars1,4813,False,True,False,False,38.95,1427,0.0043182730472868585,1230,0.006871508944422359,1283,0.006999474127685276,1678,0.007062863714832544
10456,ENSMUSG00000026357.4,Rgs18,2031,False,True,False,False,33.25,61,0.00019617505150321674,31,0.0001528097397970539,8,3.7405339359707556e-05,25,8.881870868753197e-05
10457,ENSMUSG00000026358.14,Rgs1,18084,False,True,False,False,36.1,394,0.001949640943951722,609,0.004865264941280393,415,0.0028054004519780665,682,0.003908023182251407
10460,ENSMUSG00000026360.10,Rgs2,4691,False,True,False,False,43.62,3090,0.011448388499453156,3197,0.02209826011323202,1660,0.009571091208665172,3182,0.01576354441786318
10463,ENSMUSG00000026361.10,Cdc73,20362,False,True,False,False,36.18,1217,0.0032865375912329033,2828,0.017696353737787853,2260,0.013330327814315783,3340,0.01572091143769316
10467,ENSMUSG00000026374.15,Tsn,11967,False,True,False,False,42.35,5236,0.021143311106457806,2626,0.016695696409439402,845,0.004404478709605565,2338,0.01043797464495876
10470,ENSMUSG00000026377.13,Nifk,2329,False,True,False,False,46.09,1955,0.006682061322189816,768,0.004239237942756978,520,0.002580968415819821,874,0.003446165897076241
10471,ENSMUSG00000026380.11,Tfcp2l1,9595,False,False,False,False,46.37,8,3.3906799025247344e-05,6,2.9576078670397527e-05,22,0.00011689168549908611,17,6.750221860252431e-05
10473,ENSMUSG00000026383.15,Epb41l5,18507,False,True,False,False,40.6,49,0.00012593953923663298,111,0.0005718041876276854,93,0.00044886407231649073,143,0.000522254007082688
10475,ENSMUSG00000026384.14,Ptpn4,14893,False,True,False,False,37.08,350,0.0008985301741690545,1453,0.008399606342392896,1099,0.005839908607534342,1679,0.007112602191697561
10478,ENSMUSG00000026385.17,Dbi,2949,False,True,False,False,48.88,7460,0.044115167446062885,488,0.0027259285841216385,100,0.0004722424094163079,385,0.0014637323191705272
10482,ENSMUSG00000026388.16,3110009E18Rik,2742,False,True,False,False,45.75,1033,0.002908718973523004,102,0.000542228108957288,69,0.0003413237216573315,109,0.00040501331161514587
10484,ENSMUSG00000026389.17,Steap3,10230,False,True,False,False,48.2,49,0.00012836145345272208,22,0.00011337496823652385,23,0.00010754035065915922,34,0.00012789894051004605
10485,ENSMUSG00000026393.11,Nek7,14033,False,True,False,False,40.81,906,0.002402538902360383,1952,0.011712127153477421,1169,0.006237340338231236,2112,0.009034639047695754
10487,ENSMUSG00000026395.17,Ptprc,26950,False,False,False,False,37.96,14150,0.10099866663934748,24157,0.41869868704392765,19126,0.29764363662003296,25296,0.3602593406816722
10489,ENSMUSG00000026399.13,Cd55,6226,False,True,False,False,39.63,31,9.203274021138565e-05,28,0.0001528097397970539,43,0.00023845903841813567,52,0.00020250665580757294
10492,ENSMUSG00000026404.13,Ddx59,4197,False,False,False,False,44.01,89,0.0002228161078801968,99,0.0004978639909516917,193,0.0009538361536725427,199,0.0007425244046277674
