mouse_symbol,human_symbol
Mageb5b,MAGEB5
Frmd7,FRMD7
Adcy5,ADCY5
Trmt5,TRMT5
St8sia3,ST8SIA3
Prickle3,PRICKLE3
Klhl28,KLHL28
Zng1,ZNG1C
Zng1,ZNG1E
Zng1,ZNG1F
Smc1b,SMC1B
Pcdhga11,PCDHGA11
Atp5mj,ATP5MJ
Tspan17,TSPAN17
Cuzd1,CUZD1
Rell2,RELL2
Impg2,IMPG2
Wdr13,WDR13
Hmx3,HMX3
Ddn,DDN
Amacr,AMACR
Slc15a2,SLC15A2
Wars1,WARS1
Cndp2,CNDP2
Kank1,KANK1
Pdilt,PDILT
Prl7a1,PRL
Thoc3,THOC3
Csnk1e,CSNK1E
Adam12,ADAM12
Zfp458,ZNF845
Nln,NLN
Znrf4,ZNRF4
Cdc23,CDC23
Tincr,TINCR
Fancb,FANCB
Clrn3,CLRN3
Dnah3,DNAH3
Acer1,ACER1
Afap1l2,AFAP1L2
Pspn,PSPN
Top3b,TOP3B
Srpk3,SRPK3
Cd70,CD70
Ptdss1,PTDSS1
Lnpep,LNPEP
Mrgprx1,MRGPRX4
Mrgprx1,MRGPRX2
Mrgprx1,MRGPRX3
Mrgprx1,MRGPRX1
Lpin1,LPIN1
Mrgprb5,MRGPRX4
Mrgprb5,MRGPRX2
Mrgprb5,MRGPRX3
Mrgprb5,MRGPRX1
Mrgprb4,MRGPRX4
Mrgprb4,MRGPRX2
Mrgprb4,MRGPRX3
Mrgprb4,MRGPRX1
Mrgprb8,MRGPRX4
Mrgprb8,MRGPRX2
Mrgprb8,MRGPRX3
Mrgprb8,MRGPRX1
Mrgprx2,MRGPRX4
Mrgprx2,MRGPRX2
Mrgprx2,MRGPRX3
Mrgprx2,MRGPRX1
Mrgprb3,MRGPRX4
Mrgprb3,MRGPRX2
Mrgprb3,MRGPRX3
Mrgprb3,MRGPRX1
Gm24867,RNU6-1197P
Gm24867,RNU6-365P
Sdr42e2,SDR42E2
Aip,AIP
4933405O20Rik,IDH3G
Dact2,DACT2
Bend2,BEND2
Dsp,DSP
Fancf,FANCF
Gprasp1,GPRASP1
Rfk,RFK
Tdp2,TDP2
Bbs1,BBS1
Rap2c,RAP2C
Rhox13,RHOXF1
Slc35a2,SLC35A2
Sbf1,SBF1
Gm25364,RNU6-148P
Zeb1,ZEB1
Mir22,MIR22
Cdc42ep2,CDC42EP2
Gm54902,RNU1-143P
Gm54902,U1
Gm54902,RNU1-68P
Gm54902,RNU1-153P
Gm54902,RNU1-49P
Gm54902,RNU1-5P
Gm54902,RNU1-6P
Dnmbp,DNMBP
Gm54928,RNU6-983P
Alg1,ALG1
Alg1,ALG1L2
Gm24116,RNU6-61P
Zfp474,ZNF474
Dennd10,DENND10
Tcap,TCAP
Hmgxb3,HMGXB3
Gfm2,GFM2
Ikzf3,IKZF3
Dcx,DCX
Gm25106,RNU2-72P
Fam228b,FAM228B
Lrrc3c,LRRC3C
Fau,FAU
Gm22059,SNORD124
Gm55093,RNU6-850P
Fem1al,FEM1A
Abcd1,ABCD1
Gjd3,GJD3
Rhod,RHOD
Bhlha9,BHLHA9
Mir423,hsa-mir-423
Hba-x,HBZ
Klf9,KLF9
Lratd1,LRATD1
Aldh3b1,ALDH3B1
Pstpip2,PSTPIP2
Il1rap,IL1RAP
Cfap46,CFAP46
Asb11,ASB11
Aanat,AANAT
Gphn,GPHN
Pwwp4a,PWWP4
Zic3,ZIC3
Seh1l,SEH1L
Myo15a,MYO15A
Hs3st2,HS3ST2
Tmem216,TMEM216
Cenpi,CENPI
Morn4,MORN4
Gm5485,C3orf85
Gm23614,RNU6-468P
Ydjc,YDJC
Slc5a11,SLC5A11
Rps6kb2,RPS6KB2
Cep19,CEP19
Wac,WAC
Snord92,SNORD92
Snord53,SNORD53
Gm22858,SNORD53B
L3mbtl4,L3MBTL4
Scaf4,SCAF4
Rgs9bp,RGS9BP
Or52m1,OR52M1
Itpr3,ITPR3
Or52i2,OR52I2
Or52i2,OR52I1
Or51d1,OR51D1
Snord1c,SNORD1C
Snord1b,SNORD1C
Snord1a,SNORD1A
St6galnac1,ST6GALNAC1
Wdr44,WDR44
Mir218-2,MIR218-2
Mir103-1,MIR103A1
Mylip,MYLIP
Fbll1,FBLL1
Tenm2,TENM2
Slc39a7,SLC39A7
Or52j3,OR52J3
Clptm1l,CLPTM1L
Gm22127,RNU6-813P
Gm23520,RNU6-165P
Vmac,VMAC
Ammecr1,AMMECR1
Atp10b,ATP10B
Efhb,EFHB
Zdhhc9,ZDHHC9
Gm56390,RNU6-270P
Cfap298,CFAP298
Man2a1,MAN2A1
Adra1b,ADRA1B
Sft2d1rt,SFT2D1
Garin3,GARIN3
Hs3st4,HS3ST4
Timd5,HAVCR1
Gucy2f,GUCY2F
Timd6,HAVCR1
Tpmt,TPMT
T,TBXT
Gm24966,SNORD115-38
Gm22496,SNORD115-38
Zbtb21,ZBTB21
Acsbg2,ACSBG2
Gm25475,RNU2-15P
Cldn16,CLDN16
Or52a5b,OR52A5
Or52a5,OR52A5
Gm5591,C2orf78
Snord49b,SNORD49B
Snord49a,SNORD49A
Lsm2,LSM2
Gm24797,RNU6-402P
Snord65,SNORD65C
Snord65,SNORD65B
Tekt3,TEKT3
Gm5114,C2orf78
Lca5l,LCA5L
Muc5b,MUC5B
Frmpd4,FRMPD4
Sebox,SEBOX
Spindoc,SPINDOC
Ube2v2,UBE2V2
Krtap5-26,KRTAP9-1
Krtap5-26,KRTAP4-1
Krtap5-26,KRTAP4-2
Krtap5-26,KRTAP10-9
Krtap5-26,KRTAP10-6
Krtap5-26,KRTAP4-5
Krtap5-26,KRTAP4-4
Krtap5-26,KRTAP4-9
Krtap5-26,KRTAP4-8
Krtap5-26,KRTAP4-11
Krtap5-26,KRTAP4-16
Krtap5-26,KRTAP10-4
Krtap5-26,KRTAP10-11
Krtap5-26,KRTAP2-1
Krtap5-26,KRTAP2-2
Krtap5-26,KRTAP2-4
Krtap5-26,KRTAP2-3
Ccnq,CCNQ
Krtap5-23,KRTAP5-6
Krtap5-23,KRTAP5-8
Krtap5-25,KRTAP5-6
Krtap5-25,KRTAP5-8
Krtap5-22,KRTAP5-5
Gm4553,KRTAP5-5
Smn1,SMN2
Smn1,SMN1
Nos2,NOS2
Krtap5-21,KRTAP5-6
Krtap5-21,KRTAP5-8
Krtap5-5,KRTAP5-5
Krtap5-24,KRTAP9-1
Krtap5-24,KRTAP4-1
Krtap5-24,KRTAP4-2
Krtap5-24,KRTAP10-9
Krtap5-24,KRTAP10-6
Krtap5-24,KRTAP4-5
Krtap5-24,KRTAP4-4
Krtap5-24,KRTAP4-9
Krtap5-24,KRTAP4-8
Krtap5-24,KRTAP4-11
Krtap5-24,KRTAP4-16
Krtap5-24,KRTAP10-4
Krtap5-24,KRTAP10-11
Krtap5-24,KRTAP2-1
Krtap5-24,KRTAP2-2
Krtap5-24,KRTAP2-4
Krtap5-24,KRTAP2-3
Krtap5-20,KRTAP9-1
Krtap5-20,KRTAP4-1
Krtap5-20,KRTAP4-2
Krtap5-20,KRTAP10-9
Krtap5-20,KRTAP10-6
Krtap5-20,KRTAP4-5
Krtap5-20,KRTAP4-4
Krtap5-20,KRTAP4-9
Krtap5-20,KRTAP4-8
Krtap5-20,KRTAP4-11
Krtap5-20,KRTAP4-16
Krtap5-20,KRTAP10-4
Krtap5-20,KRTAP10-11
Krtap5-20,KRTAP2-1
Krtap5-20,KRTAP2-2
Krtap5-20,KRTAP2-4
Krtap5-20,KRTAP2-3
Krtap5-4,KRTAP5-5
Gm23297,SNORA54
Snora52,SNORA52
Muc6,MUC6
Pla2g10,PLA2G10
Fahd1,FAHD1
Prop1,PROP1
Prickle4,PRICKLE4
Top6bl,TOP6BL
Fam181b,FAM181B
Slc25a1,SLC25A1
Apbb3,APBB3
Hnrnph2,HNRNPH2
S100z,S100Z
Srd5a1,SRD5A1
Nags,NAGS
Gm55882,RN7SKP70
Mir744,MIR744
Trim26,TRIM26
Prss16,PRSS16
Myadml2,MYADML2
Ssxb1,SSX4B
Ssxb1,SSX3
Ssxb1,SSX4
Ssxb1,SSX5
Ssxb1,SSX2
Ssxb1,SSX2B
Ssxb1,SSX7
Ssxb1,SSX1
Gm56437,RN7SKP225
Gm56438,RN7SKP225
Osbp,OSBP
Arvcf,ARVCF
Adgrg2,ADGRG2
Pcdhac2,PCDHAC2
Mfsd6l,MFSD6L
Gm56441,RNU6-1249P
Rnf222,RNF222
Cdk5r1,CDK5R1
Asic2,ASIC2
Fbxo38,FBXO38
Grk6,GRK6
Sp4,SP4
Sult2a5,SULT2A1
Tnfrsf21,TNFRSF21
Inafm1,INAFM1
Zfp830,ZNF830
Rfx3,RFX3
Csf2,CSF2
Il3,IL3
Fam187a,FAM187A
Mia2,CTAGE6
Mia2,CTAGE4
Mia2,MIA2
Mia2,CTAGE9
Mia2,CTAGE15
Mia2,CTAGE8
Mia2,CTAGE1
Brd2,BRD2
Gm24198,RNU6-506P
Lrrc37a,LRRC37A
Lrrc37a,LRRC37A3
Lrrc37a,LRRC37A2
Lrrc37a,LRRC37B
Lrrc37,LRRC37A
Lrrc37,LRRC37A3
Lrrc37,LRRC37A2
Lrrc37,LRRC37B
Hoxc12,HOXC12
Rprml,RPRML
Ccdc152,CCDC152
Ccdc50,CCDC50
Sppl2c,SPPL2C
Or14c46,OR14C36
Gm24253,SNORD1C
Or13g1,OR13G1
Trappc3l,TRAPPC3L
Or6f1,OR6F1
Gm24582,RNU6-703P
R3hcc1l,R3HCC1L
Snord104,SNORD104
Gm22711,SNORA50C
Apol11a,APOL4
Apol11a,APOL2
Apol11a,APOL1
Apol11a,APOL3
Mir21a,MIR21
5031439G07Rik,KIAA0930
Gm22883,RNU6-1297P
Rnu1a1,RNU1-91P
Gm22068,RNU1-91P
Gm23137,RNU6-271P
Gm23137,RNU6-945P
Or5p6,OR5P2
Tspyl1,TSPYL1
Osm,OSM
Or5p57,OR5P3
Or5p58,OR5P2
Or5p59,OR5P2
Nt5c2,NT5C2
Sult4a1,SULT4A1
Gm23793,RNU5E-4P
Tbp,TBP
Slc25a43,SLC25A43
Or51f1,OR51F1
Lztr1,LZTR1
Or51f2,OR51F2
Or52r1,OR52R1
Timp1,TIMP1
Atoh7,ATOH7
Gm56293,RN7SKP288
Mir497,MIR497
Mir195a,MIR195
Mcts1,MCTS1
Cenpo,CENPO
Rnf7l,RNF7
Gm54816,RNU6-1057P
Miox,MIOX
Mir139,MIR139
Fam83e,FAM83E
Mir142,MIR142
Spaca4,SPACA4
Pdcd2,PDCD2
Sult2b1,SULT2B1
Tm4sf5,TM4SF5
Gm40193,C17orf114
Snord100,SNORD100
Gm23130,SNORD101
Epx,EPX
Zbtb33,ZBTB33
Tst,TST
Taar1,TAAR1
Gm56237,U4
Taar2,TAAR2
Pacrg,PACRG
Kcnj11,KCNJ11
Usp11,USP11
Taar5,TAAR5
Or4d1,OR4D1
Pnma8b,PNMA8B
Pnma8c,PNMA8C
Zfp820,ZNF34
Eapp,EAPP
Gm22378,RNU6-197P
Ppp1r16a,PPP1R16A
Gm24958,SNORD125
Psg29,PSG3
Psg29,PSG8
Psg29,CEACAM7
Psg29,PSG11
Psg29,PSG6
Psg29,PSG5
Psg29,CEACAM3
Psg29,CEACAM1
Psg29,PSG1
Psg29,PSG2
Psg29,PSG4
Psg29,PSG7
Psg29,CEACAM6
Psg29,CEACAM8
Psg29,PSG9
Psg29,CEACAM5
Gm23507,RNU6-1329P
Ccdc8,CCDC8
Taf7l2,TAF7L
Gm56323,RN7SKP123
Gm56323,RN7SKP22
Nog,NOG
1700049L16Rik,JPT2
Myot,MYOT
Kif2b,KIF2B
Galnt14,GALNT14
Gm2042,PRAMEF2
Gm2042,PRAMEF18
Gm2042,PRAMEF20
Gm2042,PRAMEF6
Gm2042,PRAMEF8
Gm2042,PRAMEF14
Gm2042,PRAMEF19
Gm2042,PRAMEF27
Gm2042,PRAMEF17
Gm2042,PRAMEF11
Gm2042,PRAMEF1
Gm2042,PRAMEF10
Gm2042,PRAMEF9
Gm2042,PRAMEF15
Gm2042,PRAMEF12
Gm2042,PRAMEF4
Gm2042,PRAMEF26
Gm2042,PRAMEF33
Gm2042,PRAMEF7
Gm2042,PRAMEF5
Gm2042,PRAMEF13
Gm2042,PRAMEF25
Sdk2,SDK2
Or5p73,OR5P2
Or5p75,OR5P2
Or5p76,OR5P2
Or52n4b,OR52N4
Or56b1b,OR56B1
Nacad,NACAD
Zfp275,ZNF883
H2-Ob,HLA-DOB
Vcf2,FAM156A
Vcf2,FAM156B
Gm24313,SNORA5A
Snora5c,SNORA5C
Ccdc201,CCDC201
Hfe,HFE
Gm56367,SNORD75
Magea8,MAGEA10
Magea9,MAGEA10
Gm26458,SNORA24B
Ebi3,EBI3
Gm56372,RN7SKP136
Arl3,ARL3
Alas2,ALAS2
Or51f1d,OR51F1
Ly6g6d,LY6G6D
Spata20,SPATA20
Or52r1c,OR52R1
Or51f1e,OR51F1
Or52e2,OR52E2
Or51m1,OR51M1
Nfya,NFYA
Haspin,HASPIN
Eef1g,EEF1G
Or51q1,OR51Q1
Pom121l12,POM121L12
Pdlim7,PDLIM7
Greb1l,GREB1L
Or51q1c,OR51Q1
Ism2,ISM2
Gtsf1,GTSF1
Or52e8b,OR52E8
Or52e8b,OR52E6
Gm25698,RNU6-492P
Or52e4,OR52E4
Or52e5,OR52E5
Or56a3,OR56A3
Cinp,CINP
Or52w1,OR52W1
Cables1,CABLES1
Or3a1b,OR3A1
Actmap,ACTMAP
Gm56405,Metazoa_SRP
Gm56405,RN7SL670P
Gm56405,RN7SL405P
Ina,INA
Zfp945,ZNF34
Eif1ad,EIF1AD
Gm22807,SNORA65
Serpina1d,SERPINA1
Smug1,SMUG1
Ptchd4,PTCHD4
Gapdhs,GAPDHS
Tcf19,TCF19
Pcdha7,PCDHA9
Pcdha7,PCDHA7
Gspt1,GSPT1
Gbf1,GBF1
Fgf15,FGF19
Tug1,TUG1
Bbof1,BBOF1
Mllt1,MLLT1
Otc,OTC
Celf4,CELF4
Golph3,GOLPH3
Selenow,SELENOW
Snord23,SNORD23
Gm24576,Metazoa_SRP
Gm24576,RN7SL670P
Gm24576,RN7SL405P
Heatr9,HEATR9
Hexim1,HEXIM1
H3f4,H3-4
Tex13b,TEX13B
H2bc26,H2BC26
H2ac25,H2AC25
Plxnb3,PLXNB3
Gsg1l2,GSG1L2
Gsdmc3,GSDMC
Crip1,CRIP1
Mir132,MIR132
Ovca2,OVCA2
Gm24356,RNU6-503P
Gm24356,RNU6-1000P
Gm24356,RNU6-209P
Gm24356,RNU6-674P
Eid2,EID2
Selenov,SELENOV
Krt32,KRT32
Fbxo32,FBXO32
Krt35,KRT35
Scgb1c1,SCGB1C2
Scgb1c1,SCGB1C1
Lrrc74a,LRRC74A
Dnal4,DNAL4
Gm56393,Y_RNA
Gm56404,RNU6-549P
Gm56404,RNU6-588P
Tac4,TAC4
Cdk3,CDK3
Sh3bgrl,SH3BGRL
Skic2,SKIC2
Rapgef5,RAPGEF5
Gm25835,SNORD10
Zfp174,ZNF174
Phf5a,PHF5A
Parl,PARL
Cdx4,CDX4
Maged2,MAGED2
Spem3,SPEM3
Kctd11,KCTD11
Lratd2,LRATD2
Rptor,RPTOR
Fzd6,FZD6
Hspa12a,HSPA12A
Gm26180,RNU6-724P
Clba1,CLBA1
Gm54979,RNU6-970P
Gm24119,SNORA53
Bcor,BCOR
Sec23a,SEC23A
Masp1,MASP1
Tmem71,TMEM71
Hbb-y,HBE1
Or51b4,OR51B4
Tns2,TNS2
Or51i1,OR51I1
Or51i2,OR51I2
Tbc1d7,TBC1D7
Or52d1,OR52D1
Ubqlnl,UBQLNL
Nrap,NRAP
Prodh,PRODH
Or1r1,OR1R1
Or52h1,OR52H1
Or52b6,OR52B6
Gm24846,RNU6-261P
Gm54952,RNU6-261P
Trim30c,TRIM5
Gm25405,RNU6-1
Gm42742,PAGR1
Spn,SPN
Il22,IL22
Gm25735,Metazoa_SRP
Gm25735,RN7SL670P
Gm25735,RN7SL405P
Gm23585,RNU6-469P
Gm23585,RNU6-704P
Cdc5lrt1,CDC5L
Dbn1,DBN1
Cdc5lrt4,CDC5L
Phf20l1,PHF20L1
Il22b,IL22
Cdc5lrt5,CDC5L
Cdc5lrt6,CDC5L
Cdc5lrt7,CDC5L
Cdc5lrt8,CDC5L
Cdc5lrt9,CDC5L
Cdc5lrt10,CDC5L
Or3a1c,OR3A1
Ifng,IFNG
Or1a1,OR1A2
Or1a1,OR1A1
Or1a1b,OR1A2
Or1a1b,OR1A1
Or1p1b,OR1P1
Or1p1,OR1P1
Eola1,EOLA1
Eola1,EOLA2
Calhm4,CALHM4
Rnf128,RNF128
Tmem26,TMEM26
Or3a1,OR3A1
Or1d2,OR1D2
Gtf2h4,GTF2H4
Or1p4,OR1P1
Or52p1,OR52P1
Npffr1,NPFFR1
Pde6g,PDE6G
Or56b1,OR56B1
Mecp2,MECP2
Il20ra,IL20RA
Arl16,ARL16
Gm36210,C19orf85
Zfp865,ZNF865
Garin2,GARIN2
Tspyl4,TSPYL4
Cdk16,CDK16
Mir340,MIR340
Gm55856,RN7SKP243
Gm23942,RNU6-27P
Gm23942,RNU6-48P
Enpp1,ENPP1
Gm23293,RNU6-809P
Nlrp2,NLRP2
Gm25867,RNU6-796P
Mir193a,MIR193A
Gm55574,RNU6-638P
Gpr142,GPR142
Cd300lb,CD300LB
Ift43,IFT43
Mir150,MIR150
Cd300c,CD300C
Ttc3,TTC3
Snord35a,SNORD35A
Snord34,SNORD34
Snord33,SNORD33
Snord32a,SNORD32A
Snord32a,SNORD32B
Gfy,GFY
Cd300ld2,CD300LF
Cd300ld4,CD300LF
Cd300ld5,CD300LF
Pth2,PTH2
Cd300ld3,CD300LF
Ovol3,OVOL3
Fads6,FADS6
Slc5a7,SLC5A7
Sdhaf1,SDHAF1
Gm25259,RNU2-48P
Gm23645,RNU6-1007P
Mir144,MIR144
Snord42a,SNORD42A
Snord4a,SNORD4A
Snord42b,SNORD42
Snord42b,SNORD42B
Foxn1,FOXN1
Rrp1b,RRP1B
Gm56414,SNORA63
Or52b4,OR52B4
Nts,NTS
Gm56028,Metazoa_SRP
Gm56028,RN7SL670P
Gm56028,RN7SL405P
Fzd2,FZD2
Col6a1,COL6A1
Gpr179,GPR179
Or52k2,OR52K2
Or52k2,OR52K1
Entpd5,ENTPD5
Epop,EPOP
Kcnk16,KCNK16
Or51t4,OR51T1
Il13,IL13
Or51a7,OR51A7
Il5,IL5
Or51g2,OR51G2
Cdc34b,CDC34
Fgf22,FGF22
Or51g1,OR51G1
Ccl2,CCL2
Or5d3,OR5D3
Purb,PURB
Ear6,RNASE2
Ear6,RNASE3
Or51v14,OR51V1
Ikzf4,IKZF4
Gm22123,MIR4657
Snora9,SNORA9
Or51b6b,OR51B6
Zfp831,ZNF831
Borcs6,BORCS6
Or51v8,OR51V1
Gm22354,SNORD58
Hes7,HES7
Afdn,AFDN
Gm23194,RNU6-794P
Or2ag19,OR2AG2
Gm22442,SCARNA21
Kdm6b,KDM6B
Or2ag20,OR2AG2
Gal,GAL
Or2ag1,OR2AG2
Or2ag2,OR2AG2
Fam174c,FAM174C
Or4c104,OR4C16
Rdh16f2,RDH16
Csf2rb,CSF2RB
Ms4a7,MS4A7
Or4c11b,OR4C11
Gm22753,RNU6-682P
Gm22753,RNU6-1172P
Gm22753,RNU6-375P
Gm54897,RNA5SP529
Gm54897,RNA5SP533
Gm54897,5S_rRNA
Gm25296,SNORD95
Snord96a,SNORD96A
Or4c105,OR4C46
Or4c105,OR4C13
Snord95,SNORD95
Cpm,CPM
Cdk2ap1rt,CDK2AP1
Or4c11c,OR4C11
Psme2b,PSME2
Or4c106,OR4C46
Or4c106,OR4C13
Or10a5,OR10A5
Or10a5,OR10A2
Or4c11,OR4C11
Or51l1,OR51L1
Or56b2,OR56B2
Saxo4,SAXO4
Or56b2j,OR56B2
Or4c29,OR4C16
Or52n1,OR52N1
Sowahc,SOWAHC
Or4c107,OR4C15
Or4c109,OR4C15
Samd3,SAMD3
Or4c110,OR4C15
Mcrs1,MCRS1
Agmo,AGMO
Bloc1s2,BLOC1S2
Trpm5,TRPM5
Or4c124,OR4C15
Or4a15,OR4A15
Arsb,ARSB
Rpf2,RPF2
Or4a39,OR4A8
Or4a39,OR4A5
Smndc1,SMNDC1
Tmem238l,TMEM238L
Kdm6a,KDM6A
Gm23503,RNU6-1144P
Or4a68,OR4A16
Fign,FIGN
Hoxb7,HOXB7
Hoxb5,HOXB5
Mir10a,MIR10A
Hoxb4,HOXB4
Or4a71,OR4A16
Hoxb2,HOXB2
Kif3c,KIF3C
Hoxb1,HOXB1
Or4a72,OR4A16
Gm56259,RNU6-1238P
Lect2,LECT2
Or4a73,OR4A8
Or4a73,OR4A5
Gm23735,RNU1-17P
Or4a75,OR4A16
Tmem235,TMEM235
Serpinb6c,SERPINB6
Or4a78,OR4A8
Or4a78,OR4A5
Dnah17,DNAH17
Or4a79,OR4A16
Or4a81,OR4A16
Otub2,OTUB2
Or4c12b,OR4C12
Or4c10b,OR4C46
Or4c10b,OR4C13
Serpina5,SERPINA5
Col18a1,COL18A1
Or4c12,OR4C12
Magel2,MAGEL2
Or4c35,OR4C5
Mkrn3,MKRN3
Ipo11,IPO11
Lrfn2,LRFN2
Rnf213,RNF213
Rnf39,RNF39
Gm25354,RNU6-323P
Or4x18,OR4X2
Il13ra2,IL13RA2
Ppp1r3d,PPP1R3D
Zc3h14,ZC3H14
Taf5,TAF5
Ceacam15,CEACAM21
Foxs1,FOXS1
Ceacam9,CEACAM21
Gpr34,GPR34
Gm23099,RNVU1-34
Xkr7,XKR7
BC004004,C6orf89
Gm23691,RNU6-957P
Gm23691,RNU6-171P
Gm56239,U8
Npm3,NPM3
Gm24949,U3
Pkd1l1,PKD1L1
Gm25328,RNU6-524P
Ifnl3,IFNL3
Ifnl3,IFNL2
Sh3kbp1,SH3KBP1
Cebpa,CEBPA
Pdzrn4,PDZRN4
Efcab3,EFCAB13
Cpt1a,CPT1A
Gm23459,RNU4-38P
Pla2g4b,PLA2G4B
Baz2a,BAZ2A
Tmbim6,TMBIM6
Gm56172,RN7SKP194
Sptbn5,SPTBN5
Zfp385c,ZNF385C
Dchs1,DCHS1
Gsc2,GSC2
Hspb9,HSPB9
Pla2g4d,PLA2G4D
Gm25142,RNU6-228P
Gm25142,RNU6-862P
Foxi1,FOXI1
Krt24,KRT24
Yeats2,YEATS2
Krt25,KRT25
Prr33,PRR33
Cel,CEL
Gm54463,SNORA52
Krt26,KRT26
Mir675,MIR675
Dleu7,DLEU7
Krt27,KRT27
Eaf1,EAF1
Gm22675,RNU6-1231P
Gm22675,RNU6-379P
Gm22675,RNU6-1151P
Bhlhe23,BHLHE23
Krt40,KRT40
Mir124a-3,MIR124-3
Krtap3-3,KRTAP3-3
Krtap3-3,KRTAP3-2
Krtap3-2,KRTAP3-3
Krtap3-2,KRTAP3-2
Map3k8,MAP3K8
Kctd4,KCTD4
Krtap3-1,KRTAP3-1
Psg20,PSG3
Psg20,PSG8
Psg20,CEACAM7
Psg20,PSG11
Psg20,PSG6
Psg20,PSG5
Psg20,CEACAM3
Psg20,CEACAM1
Psg20,PSG1
Psg20,PSG2
Psg20,PSG4
Psg20,PSG7
Psg20,CEACAM6
Psg20,CEACAM8
Psg20,PSG9
Psg20,CEACAM5
Krtap1-5,KRTAP1-3
Krtap1-5,KRTAP1-1
Krtap1-5,KRTAP1-4
Krtap1-5,KRTAP1-5
Krtap1-4,KRTAP10-4
Krtap1-4,KRTAP10-11
Krtap1-3,KRTAP10-4
Krtap1-3,KRTAP10-11
Slc25a37,SLC25A37
Krtap9-3,KRTAP10-4
Krtap9-3,KRTAP10-11
Krtap2-22,KRTAP10-4
Krtap2-22,KRTAP10-11
Krtap2-21,KRTAP10-4
Krtap2-21,KRTAP10-11
Krtap2-4,KRTAP10-4
Krtap2-4,KRTAP10-11
Krtap2-20,KRTAP10-4
Krtap2-20,KRTAP10-11
Rgs17,RGS17
Krtap4-7,KRTAP4-12
Krtap4-7,KRTAP4-7
Krtap4-7,KRTAP4-6
Percc1,PERCC1
Krtap4-24,KRTAP4-12
Krtap4-24,KRTAP4-7
Krtap4-24,KRTAP4-6
Sptbn4,SPTBN4
Stc1,STC1
Krtap4-6,KRTAP4-3
Pcdhga3,PCDHGA3
Jak2,JAK2
Slc15a1,SLC15A1
Krtap4-22,KRTAP4-3
Krtap4-8,KRTAP4-3
Krtap4-9,KRTAP4-3
Krtap4-23,KRTAP4-3
Krtap4-21,KRTAP4-3
Krtap4-20,KRTAP4-3
Krtap4-13,KRTAP4-3
Krtap4-26,KRTAP4-3
Krtap4-16,KRTAP4-1
Krtap4-16,KRTAP4-2
Hdhd2,HDHD2
Gm24536,RNU6-36P
Krtap9-5,KRTAP9-1
Krtap9-5,KRTAP10-4
Krtap9-5,KRTAP10-11
Krtap29-1,KRTAP29-1
Dock5,DOCK5
Krtap16-1,KRTAP16-1
Gm55823,RN7SKP259
Gm55823,RN7SKP65
Krt33a,KRT33A
Mir96,MIR96
Map3k5,MAP3K5
Krt33b,KRT33A
Krt34,KRT34
Cybrd1,CYBRD1
Krt31,KRT33A
Krt9,KRT9
Ryr1,RYR1
Cubn,CUBN
Nynrin,NYNRIN
Mir216b,MIR216B
Mir216a,MIR216A
Msmb,MSMB
Olfm4,OLFM4
Rnf212b,RNF212B
Gm55918,RNU6-328P
Gm55922,RNU6-422P
Gm55922,RNU6-389P
Gm55922,RNU6-388P
Gm55922,RNU6-1044P
Shld3,SHLD3
Syne1,SYNE1
Prl8a2,PRL
Arl5b,ARL5B
Wnk2,WNK2
C1rb,C1R
Hoxc6,HOXC6
Muc5ac,MUC5AC
Wdr70,WDR70
Cep15,CEP15
Malrd1,MALRD1
Krtap5-2,KRTAP9-1
Krtap5-2,KRTAP4-1
Krtap5-2,KRTAP4-2
Krtap5-2,KRTAP10-9
Krtap5-2,KRTAP10-6
Krtap5-2,KRTAP4-5
Krtap5-2,KRTAP4-4
Krtap5-2,KRTAP4-9
Krtap5-2,KRTAP4-8
Krtap5-2,KRTAP4-11
Krtap5-2,KRTAP4-16
Krtap5-2,KRTAP10-4
Krtap5-2,KRTAP10-11
Krtap5-2,KRTAP2-1
Krtap5-2,KRTAP2-2
Krtap5-2,KRTAP2-4
Krtap5-2,KRTAP2-3
Cox15,COX15
Gm10153,KRTAP29-1
Mapk8ip3,MAPK8IP3
Gm22953,MIR1282
Krtap5-1,KRTAP5-5
Scand1,SCAND1
Sp9,SP9
Ppp2r2b,PPP2R2B
Ptf1a,PTF1A
Zfp128,ZNF8
4921504E06Rik,C10orf67
Gm26325,RNU6-531P
Slc10a3,SLC10A3
Myrfl,MYRFL
Gm56104,RNA5SP527
Mageb3,MAGEB6B
Mageb3,MAGEB6
Otud1,OTUD1
Pdha1,PDHA1
4933402N03Rik,C10orf120
Erg,ERG
Pick1,PICK1
Chuk,CHUK
Rnf41,RNF41
Spata24,SPATA24
Duox2,DUOX2
Ifnl2,IFNL3
Ifnl2,IFNL2
Rnase13,RNASE13
Zcchc24,ZCCHC24
Duox1,DUOX1
Tmsb10b,TMSB10
Asb14,ASB14
Tmem121,TMEM121
Nmral1,NMRAL1
Zkscan4,ZKSCAN4
Ffar1,FFAR1
Crip2,CRIP2
Gm23970,RNU6-718P
Slc28a2b,SLC28A2
Gm55166,RNU6-234P
Nectin3,NECTIN3
Gm56145,Metazoa_SRP
Gm56145,RN7SL670P
Gm56145,RN7SL405P
Snord67,SNORD67
Dsc3,DSC3
Was,WAS
Apbb1ip,APBB1IP
Ap3s1,AP3S1
Gpkow,GPKOW
E2f6,E2F6
Mylk4,MYLK4
